"sex_name","year","val","SE"
"Both",1990,1650.59058464817,93.6428066163327
"Both",1991,1617.23014593266,90.3575377329868
"Both",1992,1588.73464520684,85.4290657570513
"Both",1993,1550.2571425679,82.3783182735384
"Both",1994,1519.16124753477,78.3210165398621
"Both",1995,1492.7053383779,74.5551827865617
"Both",1996,1466.79079483924,70.6899922073828
"Both",1997,1444.76865933131,68.7186105561621
"Both",1998,1418.88762643214,65.2096199897532
"Both",1999,1375.58364661872,61.0949311500173
"Both",2000,1344.63999559469,56.7194073539893
"Both",2001,1303.59034326416,56.0103638453576
"Both",2002,1261.59419694599,53.4558492746498
"Both",2003,1215.10888815077,49.7730547984435
"Both",2004,1166.72195953725,50.3470539590624
"Both",2005,1130.19322244202,49.0755589263197
"Both",2006,1087.64806628123,45.7504283475662
"Both",2007,1038.23416773304,42.5990636436381
"Both",2008,996.589684658299,38.3181472127488
"Both",2009,944.608600420663,36.4006851839547
"Both",2010,900.601901021957,35.7371949779877
"Both",2011,863.738654788881,34.503634525622
"Both",2012,825.59238715506,31.5131948391997
"Both",2013,795.891879956293,30.7514698599572
"Both",2014,759.213582419651,30.1651967329182
"Both",2015,727.437389888032,30.4299035785551
"Both",2016,699.30285222108,30.0426387504626
"Both",2017,671.624725273118,29.8236949686026
"Both",2018,646.638376409889,30.0488403975512
"Both",2019,620.633125414392,31.1955576190021
"Both",2020,599.296037969647,32.2836518332392
"Both",2021,580.263055187062,32.5106891101691
"Female",1990,1424.23564549082,76.7797311776989
"Female",1991,1391.00907321492,75.1478417441188
"Female",1992,1369.51334385768,70.8640742685049
"Female",1993,1325.52780645469,66.9849891824442
"Female",1994,1290.35577606632,67.4481979802
"Female",1995,1264.46162180227,63.6919701219192
"Female",1996,1238.85982509696,60.15682131134
"Female",1997,1216.14177212866,59.0191539309608
"Female",1998,1191.70489380885,58.7341224278583
"Female",1999,1157.11060039116,55.8881268045788
"Female",2000,1127.58536455772,54.5297829770977
"Female",2001,1091.84299037512,52.4518319336878
"Female",2002,1054.1651670059,49.2086516173642
"Female",2003,1010.42196981095,47.8848477007997
"Female",2004,963.845768127877,45.7667881857866
"Female",2005,932.324111178133,43.8076155631012
"Female",2006,893.178789108698,42.6293475069639
"Female",2007,844.350835689388,40.3049030976401
"Female",2008,803.590516516767,37.8022951779616
"Female",2009,760.557485984073,38.0198459530225
"Female",2010,726.206791521547,34.7723440377934
"Female",2011,695.883055400221,32.7016975462509
"Female",2012,665.303096284999,30.9054572987822
"Female",2013,646.517698165841,29.0325606274197
"Female",2014,617.676930833285,25.1938768143097
"Female",2015,596.12344802315,27.2882157617638
"Female",2016,571.15583757689,26.434435110064
"Female",2017,545.401982126559,25.3938223265796
"Female",2018,523.626640127027,23.8990753951154
"Female",2019,500.348347772609,25.4894024478849
"Female",2020,480.951501235603,24.6214084891267
"Female",2021,463.184768271072,24.3391656977235
"Male",1990,1912.54220097074,185.997702355156
"Male",1991,1877.674525298,173.220295239378
"Male",1992,1840.84085011508,169.72385397522
"Male",1993,1806.62915337415,158.182091852274
"Male",1994,1778.58977026757,151.110668705813
"Male",1995,1750.50354283589,142.50409115914
"Male",1996,1723.30091523241,136.269811098524
"Male",1997,1701.16905492787,125.235586716568
"Male",1998,1673.14090585526,120.383652520293
"Male",1999,1618.99288807898,110.463777171097
"Male",2000,1586.23119175785,104.07932664891
"Male",2001,1538.87185599366,101.63855194882
"Male",2002,1491.30801045694,97.7490391927441
"Male",2003,1441.59734822854,91.780986628961
"Male",2004,1390.05276352808,92.365446735327
"Male",2005,1347.50594021402,84.4181431694622
"Male",2006,1300.24547162286,80.5626428606683
"Male",2007,1249.0315022045,74.648790941355
"Male",2008,1205.72097600608,67.0899437212052
"Male",2009,1143.77058465613,58.3752158179919
"Male",2010,1089.1566566009,54.5204956085582
"Male",2011,1044.85806043634,52.2538090194395
"Male",2012,997.888483693552,49.1843171183163
"Male",2013,957.319866713546,41.1266223433851
"Male",2014,912.44446609869,42.7384076904035
"Male",2015,869.346022638364,41.3576067276134
"Male",2016,837.423099108553,40.1731364214701
"Male",2017,807.367730952007,41.3418008857984
"Male",2018,778.67754049109,41.8727993964377
"Male",2019,749.383839999621,43.9109624021846
"Male",2020,725.70865986482,48.5785355481884
"Male",2021,705.23127120685,53.7396971875615
