243028.088547004,3,168719.281646477,3,110561.624152296,3,78054.3654183599,3,65091.9475301992,3,45376.3963643188,3
224611.582423828,3,175522.773462873,3,157921.637587386,3,108636.786236661,3,79890.6544672583,3,71143.7912314156,3
529441.541862087,3,329373.031799238,3,307267.849448091,3,249318.5862899,3,168380.806480725,3,129344.596188918,3
1193731.65234501,3,903763.019784597,3,564992.514176033,3,480545.668757455,3,391182.651748647,3,273810.576197649,3
1708934.9539661,3,1161456.47641896,3,919127.935111364,3,627275.395455659,3,570259.001541173,3,473998.857977973,3
1714280.7812956,3,1357044.03236609,3,1024092.53465166,3,854983.28575359,3,629882.87837788,3,590357.350450297,3
2042766.71106041,3,1631232.67267445,3,1347550.7799072,3,983458.470200623,3,850432.747644029,3,642189.087526363,3
1944421.99320376,3,1857543.81522346,3,1466560.012994,3,1220081.14771479,3,953095.261675722,3,834637.789524059,3
1427326.22146299,3,1667019.49128624,3,1505095.79291074,3,1198322.68378371,3,1059620.15869323,3,839596.343034014,3
1129285.68895926,3,1181510.74796605,3,1278300.01947546,3,1144597.04677474,3,975189.222390413,3,878051.326549667,3
1011387.8818751,3,958678.04653826,3,944887.096901358,3,1022790.19400356,3,990807.617495899,3,869804.67180356,3
916197.245817123,3,868891.521568389,3,775111.34021628,3,758408.471742093,3,887798.523046735,3,889936.535107899,3
695764.962218509,3,774394.397217038,3,699567.393723346,3,618613.23824918,3,653530.023909608,3,788262.746718385,3
490685.73822866,3,560609.046751406,3,580059.810816806,3,516749.288603722,3,482097.898070087,3,527379.090613127,3
328575.242071105,3,323671.321308836,3,338736.96910313,3,345571.446032096,3,330649.011694221,3,318081.591979261,3
180402.707018542,3,178850.919059208,3,171226.639520109,3,188453.770620313,3,202756.402563832,3,202843.167240061,3
800.767746459915,3,1130.19120257403,3,1440.47783431303,3,1882.29905383466,3,2814.47977044637,3,4329.5927385828,3
